Cruise_ID,Date,DICTA_bottle,PH_bottle,salinity_psu
AR46,2020-08-18,1640,NA,NA
AR46,2020-08-18,1632,1637,NA
AR46,2020-08-18,1634,NA,NA
AR46,2020-08-18,1650,NA,NA
AR46,2020-08-18,1636,1635,34.757
AR46,2020-08-18,1633,1638,NA
AR46,2020-08-18,1645,1639,NA
AR46,2020-08-25,1648,1643,34.7946
